UF;Nome;CD;Lat;Long;Carga;Energia
PB;Bayeux;2501807;-34,922059;-7,131954;300;249,6
BA;Riachão do Jacuípe;2926301;-39,421329;-11,810989;300;249,6
RJ;Miracema;3303005;-42,152539;-21,395703;300;394,4256
PE;Cedro;2604304;-39,203738;-7,743823;300;551,712
RN;Montanhas;2407708;-35,290927;-6,504916;300;294,5536
RJ;Sapucaia;3305406;-42,822627;-22,024184;300;249,6
SC;Penha;4212502;-48,650548;-26,807424;300;249,6
PB;Massaranduba;2509206;-35,75666;-7,20166;299;261,96352
CE;Jaguaribara;2306801;-38,536154;-5,616274;297;360,69312
MG;Oliveira Fortes;3145703;-43,514918;-21,335819;296;643,6864
CE;Itaiçaba;2306207;-37,847229;-4,717945;296;260,40192
PI;São Miguel do Fidalgo;2210391;-42,332665;-7,596752;296;461,50848
PE;Cupira;2605004;-35,931376;-8,58301;295;265,40416
MG;Jaguaraçu;3135001;-42,718188;-19,63758;295;482,3008
SP;Monte Castelo;3531605;-51,571367;-21,254859;294;620,2208
PE;Santa Terezinha;2612802;-37,436517;-7,430434;293;425,5104
MG;Sabará;3156700;-43,779147;-19,85128;293;477,2096
PE;São Vicente Ferrer;2613800;-35,489955;-7,606153;291;347,24864
PI;Santa Rosa do Piauí;2209377;-42,227487;-6,809639;290;420,60416
SP;Piquete;3538501;-45,173773;-22,590299;290;689,8752
PB;Ingá;2506806;-35,621436;-7,279639;290;364,0064
PI;Milton Brandão;2206357;-41,499541;-4,689619;290;500,66688
MG;Caiana;3110103;-41,908415;-20,72531;289;591,4048
PI;Bonfim do Piauí;2201929;-42,875638;-9,17156;288;243,3536
CE;Banabuiú;2301851;-38,90338;-5,262454;288;348,8352
BA;Canudos;2906824;-38,993415;-10,065357;288;372,10944
SP;Marinópolis;3529104;-50,832319;-20,479878;288;437,61664
RN;Areia Branca;2401107;-37,038426;-5,001571;287;248,24192
SP;Paulínia;3536505;-47,145074;-22,748368;286;680,35968
RJ;Vassouras;3306206;-43,575289;-22,360969;285;237,12
TO;Chapada de Areia;1704600;-49,196355;-10,165678;285;641,63072
BA;Santanópolis;2928307;-38,861809;-11,974528;284;238,1568
PB;Areial;2501203;-35,931588;-7,049329;283;366,69312
MG;Alagoa;3101300;-44,660634;-22,18662;282;636,2944
PE;Afogados da Ingazeira;2600104;-37,620004;-7,737104;282;311,27296
RN;Arês;2401206;-35,208217;-6,193664;280;268,5696
ES;Vila Velha;3205200;-40,3783;-20,434042;280;232,96
PR;Matinhos;4115705;-48,554766;-25,761712;279;534,8736
PE;Belém de Maria;2601508;-35,815059;-8,605059;278;232,6976
CE;Abaiara;2300101;-39,037538;-7,359907;277;606,8544
PI;Várzea Grande;2211407;-42,225271;-6,553657;277;592,8352
PI;São João do Arraial;2209971;-42,449568;-3,818976;277;432,81536
MG;Santana de Cataguases;3158409;-42,556146;-21,282115;276;401,8656
RJ;Paty do Alferes;3303856;-43,405616;-22,366194;276;282,08064
MG;Pedro Teixeira;3149408;-43,729117;-21,725281;275;389,8624
BA;Mairi;2920106;-40,170878;-11,734849;274;243,8528
BA;Nilo Peçanha;2922607;-39,173885;-13,660055;274;279,39968
MG;Miravânia;3142254;-44,4216;-14,752964;274;239,1808
CE;Ibaretama;2305266;-38,724907;-4,780465;273;421,07456
BA;Piraí do Norte;2924678;-39,376851;-13,805445;272;286,19648
SP;Paulicéia;3536406;-51,790721;-21,198343;272;337,67936
PI;Caracol;2202505;-43,346723;-9,089088;271;251,33312
PB;Remígio;2512705;-35,848145;-6,926546;271;310,89216
MG;Paulistas;3148400;-42,865273;-18,458201;271;595,0112
PI;São José do Divino;2210052;-41,860969;-3,774565;271;590,68864
PE;Manari;2609154;-37,554223;-8,892924;270;383,1744
BA;Ibipitanga;2912509;-42,359693;-12,859347;270;318,15936
RJ;Santa Maria Madalena;3304607;-41,913124;-21,969756;270;273,1232
MG;Marilac;3140100;-42,074048;-18,493979;270;596,95104
PB;Picuí;2511400;-36,336536;-6,493271;269;303,1776
MG;Santa Rita de Minas;3159357;-42,123265;-19,875037;269;437,3632
CE;Tarrafas;2313252;-39,748897;-6,736655;268;448,84416
MG;Serra da Saudade;3166600;-45,777247;-19,385547;268;611,3512
CE;Juazeiro do Norte;2307304;-39,288633;-7,181254;266;364,74752
PB;Maturéia;2509396;-37,358787;-7,284601;265;364,35136
MG;Rio Preto;3155900;-43,878622;-22,041027;265;479,6608
PI;Morro Cabeça no Tempo;2206654;-43,915478;-9,803977;264;404,2368
PE;Itambé;2607653;-35,13437;-7,450009;263;355,47136
PI;Novo Santo Antônio;2206951;-41,915099;-5,277178;262;559,21088
PI;São Félix do Piauí;2209609;-42,103006;-5,935607;262;495,952
SP;Monteiro Lobato;3531704;-45,804286;-22,936565;261;348,02432
PE;Caruaru;2604106;-36,016588;-8,17998;260;220,992
ES;São Roque do Canaã;3204955;-40,67946;-19,719717;260;360,2112
PB;Imaculada;2506707;-37,561467;-7,372081;258;392,704
MG;Presidente Kubitschek;3153301;-43,578097;-18,633917;258;407,2384
GO;Faina;5207535;-50,370492;-15,435513;258;610,7904
PB;Itatuba;2507200;-35,647536;-7,406181;257;365,8656
PE;Itaquitinga;2607802;-35,032561;-7,686384;257;284,72128
PI;Domingos Mourão;2203420;-41,309957;-4,255417;257;488,5216
CE;Ibicuitinga;2305332;-38,556923;-4,97475;256;350,32576
PI;Alegrete do Piauí;2200277;-40,791157;-7,200661;255;263,92512
MG;Pai Pedro;3146552;-43,149589;-15,419123;255;339,2576
PI;Lagoa de São Francisco;2205573;-41,581528;-4,36409;255;513,34464
MG;Materlândia;3140605;-43,046879;-18,461265;254;481,54496
PI;Miguel Leão;2206308;-42,701218;-5,700995;254;428,72064
BA;Biritinga;2903607;-38,789804;-11,562367;253;278,77824
SP;Santa Mercedes;3547106;-51,737132;-21,316776;253;320,61568
RJ;Bom Jesus do Itabapoana;3300605;-41,683748;-21,123243;253;216,5696
AL;Belo Monte;2700904;-37,188507;-9,817697;252;210,5984
PE;Surubim;2614501;-35,754526;-7,89186;252;324,9024
PI;Ribeira do Piauí;2208874;-42,613564;-7,927756;251;437,73056
MG;São Francisco do Glória;3161403;-42,282276;-20,791916;250;574,20608
SP;Rafard;3542107;-47,583776;-23,045164;250;594,72
AL;Estrela de Alagoas;2702553;-36,770273;-9,393442;249;210,11648
MG;Itambé do Mato Dentro;3132800;-43,351266;-19,396353;249;512,4448
PI;Lagoa do Piauí;2205581;-42,608028;-5,461145;249;321,2384
PE;Belém do São Francisco;2601607;-38,98194;-8,583564;248;505,2416
SP;Taquaral;3553658;-48,39943;-21,069268;248;518,96664
PR;Pinhais;4119152;-49,155607;-25,419896;245;522,44608
ES;Bom Jesus do Norte;3201100;-41,63384;-21,084463;244;204,8768
SP;Salesópolis;3545001;-45,842587;-23,580196;244;219,8272
MG;Ibitiúra de Minas;3129905;-46,407657;-22,067365;244;554,5344
BA;Ichu;2913309;-39,14993;-11,731494;242;202,2784
AL;Olho d'Água das Flores;2705705;-37,259;-9,531974;242;203,35808
PI;Caridade do Piauí;2202554;-40,955189;-7,703833;242;452,33216
PE;Custódia;2605103;-37,681555;-8,173842;241;314,18688
BA;Malhada de Pedras;2920304;-41,845423;-14,35221;240;199,68
BA;Pé de Serra;2924058;-39,604812;-11,870247;240;199,68
SP;Itanhaém;3522109;-46,834665;-24,09201;240;199,68
RJ;Rio Claro;3304409;-44,079073;-22,782105;240;351,4624
SP;Nova Guataporanga;3533106;-51,645447;-21,322364;240;570,9312
SP;Rifaina;3543600;-47,440891;-20,0608;240;570,9312
SP;São Francisco;3549003;-50,675866;-20,365799;240;570,9312
GO;Campos Verdes;5204953;-49,660472;-14,199973;239;392,208
SP;Queluz;3541901;-44,785278;-22,504278;239;311,92064
PI;Nossa Senhora de Nazaré;2206753;-42,188875;-4,643502;239;291,48416
MG;Aracitaba;3103306;-43,403757;-21,350335;237;532,48384
RN;Felipe Guerra;2403707;-37,655888;-5,539813;237;521,53152
AL;Poço das Trincheiras;2707206;-37,320294;-9,298757;236;209,57888
PE;Ibirajuba;2606705;-36,20142;-8,613398;235;344,18048
RN;Nísia Floresta;2408201;-35,173252;-6,054952;235;233,4656
CE;Ipaumirim;2305704;-38,742997;-6,809614;234;509,152
PE;Lagoa Grande;2608750;-40,223005;-8,777381;233;275,17696
GO;Itajá;5210802;-51,319895;-19,101164;233;384,12224
RJ;Carapebus;3300936;-41,651801;-22,196024;232;273,46176
PB;Conceição;2504405;-38,528692;-7,504622;232;412,288
MG;São Geraldo;3161502;-42,829109;-20,9106;230;460,768
MG;Estrela Dalva;3124609;-42,467085;-21,706503;229;192,3968
MG;Vargem Alegre;3170578;-42,321296;-19,60368;228;289,50144
PI;Riacho Frio;2208858;-44,812691;-9,930211;227;277,11104
PI;Tamboril do Piauí;2210953;-43,082116;-8,485814;226;346,03328
SP;Lindóia;3527009;-46,65503;-22,513392;226;527,13136
ES;Apiacá;3200508;-41,554142;-21,072136;225;252,69888
MG;Igaratinga;3130200;-44,718358;-19,951053;225;535,248
MG;Chapada do Norte;3116100;-42,412156;-17,147365;225;508,256
GO;Goiânia;5208707;-49,274193;-16,643335;225;453,33
CE;Ererê;2304277;-38,315285;-5,980339;224;354,62784
MG;Pirapetinga;3151107;-42,363932;-21,679087;223;303,4208
PI;Porto Alegre do Piauí;2208551;-44,057378;-6,956371;223;322,64448
BA;Saubara;2929750;-38,770354;-12,776266;222;185,6384
