UF;Nome;CD;Lat;Long;Carga;Energia
BA;Santo Antônio de Jesus;2928703;-39,226385;-13,006249;22436;18666,752
RO;Mirante da Serra;1101302;-62,847979;-11,076838;22352;26436,8608
MA;Morros;2107100;-43,776948;-2,974163;22334;18861,50784
RS;Marcelino Ramos;4311908;-51,950647;-27,478515;22329;47565,3528
SP;Ourinhos;3534708;-49,852433;-22,952689;22250;48546,9248
MA;Nina Rodrigues;2107209;-43,81303;-3,429057;22206;19615,62496
SP;Bernardino de Campos;3506300;-49,491898;-23,03077;22180;49353,8672
MG;Jaíba;3135050;-43,674956;-15,233183;22154;35359,5584
RO;Campo Novo de Rondônia;1100700;-63,799716;-10,484934;22138;19200,76544
RS;Dona Francisca;4306700;-53,346439;-29,560662;22125;46943,702
SC;Galvão;4205605;-52,65859;-26,449444;22125;46213,088
GO;Anicuns;5201306;-49,967873;-16,398219;22080;45951,492
SP;Taguaí;3553005;-49,39738;-23,474468;22050;48732,828
RS;Tupanci do Sul;4322186;-51,537585;-27,930177;22014;46318,176
PI;Cocal;2202703;-41,542303;-3,453676;21946;21078,10752
MG;Itutinga;3134509;-44,710243;-21,351285;21900;48773,088
MG;São Thomé das Letras;3165206;-44,963794;-21,733341;21840;51695,616
GO;São Miguel do Araguaia;5220207;-50,249137;-13,14563;21837;44942,38896
SC;Praia Grande;4213807;-49,989581;-29,181816;21830;47577,696
RO;Theobroma;1101609;-62,342505;-10,121769;21803;21611,95792
RS;Herval;4307104;-53,401473;-32,021433;21803;46155,71968
MG;Novo Cruzeiro;3145307;-41,95517;-17,370769;21760;19517,0816
BA;Sapeaçu;2929602;-39,213966;-12,726367;21758;18349,55584
RS;Três Arroios;4321634;-52,180153;-27,492576;21698;46924,1744
MG;Caldas;3110301;-46,363711;-21,890803;21683;50588,4992
RO;Seringueiras;1101500;-63,230699;-11,807218;21680;35330,2304
PR;Paraíso do Norte;4118006;-52,635511;-23,268091;21673;44074,62304
BA;Governador Mangabeira;2911600;-39,07197;-12,583004;21620;18809,62752
PR;Porto Rico;4120200;-53,313834;-22,833097;21615;18304,38272
MA;Santa Quitéria do Maranhão;2110104;-42,879674;-3,345387;21596;25062,9616
RS;Salvador das Missões;4316477;-54,831731;-28,100159;21583;47593,7304
PR;Mirador;4115903;-52,746143;-23,202385;21581;28299,3452
PR;Cafeara;4103404;-51,711248;-22,813072;21564;34601,78928
PR;Lunardelli;4113759;-51,770985;-24,080203;21559;48246,8092
MG;Tiros;3168903;-45,824077;-18,860057;21546;47922,87168
RJ;Cachoeiras de Macacu;3300803;-42,728776;-22,515842;21532;17929,5744
PR;São Carlos do Ivaí;4124608;-52,480459;-23,342174;21525;46106,376
PR;Novo Itacolomi;4117297;-51,532814;-23,780902;21437;49091,41864
SP;Itapura;3523008;-51,440568;-20,595074;21427;47379,39432
PA;Cachoeira do Arari;1502004;-48,877241;-0,869424;21417;44499,264
SP;Presidente Bernardes;3541208;-51,620342;-22,107273;21389;48095,648
RS;Serafina Corrêa;4320404;-51,933631;-28,701593;21379;46830,1928
MG;Bom Jesus da Penha;3107604;-46,529054;-21,013764;21319;48934,32
MG;Pratinha;3153004;-46,40257;-19,759764;21296;47864,42
SC;Caxambu do Sul;4204103;-52,920141;-27,146734;21245;47670,84576
PR;Corumbataí do Sul;4106555;-52,142126;-24,123748;21212;43823,4432
SP;Santo Anastácio;3547700;-51,72252;-22,037657;21193;45228,2064
GO;Firminópolis;5207808;-50,312993;-16,640014;21150;41671,584
MG;Guimarânia;3128907;-46,752936;-18,816045;21140;40563,08
TO;Talismã;1720978;-49,048335;-12,682968;21095;41576,48
SC;Monte Castelo;4211108;-50,289883;-26,660676;21070;45076,9504
PR;Godoy Moreira;4108551;-51,907994;-24,160309;21036;41396,768
RJ;Rio de Janeiro;3304557;-43,450934;-22,923221;21000;17472
MA;Bacabal;2101202;-44,758021;-4,171026;20964;19493,0432
SP;Fartura;3515400;-49,519687;-23,390175;20907;47841,072
SP;Laranjal Paulista;3526407;-47,865673;-23,012191;20904;49361,11488
MA;Pirapemas;2108801;-44,172594;-3,782861;20882;18967,52896
RR;Caroebe;1400233;-59,338139;0,914689;20881;17448,3584
RS;Novo Tiradentes;4313441;-53,167122;-27,561814;20879;48744,55072
GO;Santo Antônio da Barra;5219712;-50,630611;-17,525173;20860;42742,6928
MT;Colniza;5103254;-60,304158;-9,292141;20840;21987,392
PR;Jandaia do Sul;4112108;-51,684578;-23,627914;20840;46371,96024
RS;Faxinal do Soturno;4308003;-53,462883;-29,557934;20838;43536,6104
SE;Carira;2801405;-37,710565;-10,363681;20810;49482,8992
RO;Cacoal;1100049;-61,324729;-11,301287;20756;26258,31328
SP;Óleo;3533809;-49,383042;-22,95366;20736;47196,4032
GO;Santa Rita do Novo Destino;5219456;-49,056271;-14,87668;20730;42074,016
RS;Pinhal;4314456;-53,23505;-27,528965;20649;45803,7688
TO;Itapiratins;1710904;-48,033026;-8,316482;20640;41352,5776
SP;Paulo de Faria;3536604;-49,463421;-20,066621;20607;46755,9744
SP;Alambari;3500758;-47,869055;-23,548927;20590;36853
SC;Anita Garibaldi;4201000;-51,079715;-27,730613;20520;44510,448
SP;Coroados;3512506;-50,303403;-21,375606;20512;44605,07368
MG;Cordislândia;3119005;-45,662112;-21,781937;20466;44622,5472
PA;Rurópolis;1506195;-55,21074;-4,241043;20455;27832,76656
RS;Carlos Gomes;4304853;-51,92976;-27,70432;20408;45355,1312
TO;Rio dos Bois;1718709;-48,451998;-9,236123;20390;40819,7084
GO;Corumbá de Goiás;5205802;-48,679456;-15,930285;20350;39228,3312
RS;São Francisco de Paula;4318200;-50,55971;-29,19972;20325;46702,01856
PA;Nova Esperança do Piriá;1504950;-46,899869;-2,392663;20310;17159,872
PI;Antônio Almeida;2200806;-44,202892;-7,219134;20300;47871,88168
BA;Una;2932507;-39,148212;-15,233104;20272;17254,66496
SP;São Joaquim da Barra;3549409;-47,938549;-20,550516;20268;42109,51824
MA;Zé Doca;2114007;-45,912613;-3,259882;20239;23218,7904
MA;Presidente Vargas;2109304;-43,955846;-3,345925;20164;17903,65824
BA;Itamaraju;2915601;-39,764796;-17,008757;20138;16938,0544
PA;Jacundá;1503804;-49,181198;-4,598533;20113;22317,2992
PR;Itaúna do Sul;4111308;-52,898462;-22,728721;20102;17261,3376
SC;São João do Oeste;4216255;-53,591874;-27,091407;20093;45988,0236
MG;Nazareno;3144508;-44,615088;-21,204201;20050;46095,464
MA;Cachoeira Grande;2102374;-43,931322;-3,120068;20033;16855,8656
GO;Aporé;5201504;-52,045389;-18,768082;20000;42844,56
MA;Presidente Juscelino;2109205;-44,078058;-3,089849;19987;16790,43456
RS;Roca Sales;4315800;-51,829415;-29,256972;19955;41987,8944
SC;Frei Rogério;4205555;-50,76536;-27,191429;19950;42911,544
GO;Porangatu;5218003;-49,231156;-13,292855;19935;39384,5776
GO;Bom Jardim de Goiás;5203401;-52,072388;-16,168337;19795;38941,116
RO;Rolim de Moura;1100288;-61,771544;-11,732557;19766;32955,64792
RS;Nova Prata;4313300;-51,608455;-28,760863;19758;43960,9344
MG;Teófilo Otoni;3168606;-41,383655;-17,714603;19700;18260,16
SC;Araquari;4201307;-48,758178;-26,461935;19700;41195,328
PR;Diamante do Norte;4107108;-52,892828;-22,635044;19688;20804,41728
MS;Bataguassu;5001904;-52,570783;-21,808271;19656;40818,2328
MG;Prados;3152709;-44,063463;-21,098588;19650;45174,6368
SP;Arandu;3503109;-49,064033;-23,177697;19627;36953,4592
GO;Campinorte;5204706;-48,975242;-14,045001;19604;39247,792
RS;Teutônia;4321451;-51,778036;-29,471534;19558;44094,2576
PR;Bom Sucesso;4103206;-51,824268;-23,713052;19556;44668,32816
SP;Promissão;3541604;-49,870462;-21,524513;19515;43785,36
MG;São João Batista do Glória;3162203;-46,438626;-20,577155;19449;44465,7408
SC;Tijucas;4218004;-48,700982;-27,247123;19379;39423,49696
SE;Frei Paulo;2802304;-37,590179;-10,522614;19335;45803,168
RS;Alecrim;4300307;-54,783165;-27,651672;19270;34899,0144
SC;Petrolândia;4212700;-49,68265;-27,545613;19231;42856,4832
AM;Maués;1302900;-58,060923;-4,984781;19200;15974,4
MS;Rio Negro;5007307;-54,963828;-19,448268;19200;42261,384
MT;Serra Nova Dourada;5107883;-51,361786;-12,021967;19177;37873,228
RS;Cerro Branco;4305132;-52,995424;-29,627526;19138;34869,11952
SC;Campo Alegre;4203303;-49,217178;-26,120287;19132;42526,616
MA;Cantanhede;2102705;-44,26269;-3,621612;19105;18810,89984
MG;Alterosa;3102001;-46,153605;-21,225215;19080;43891,536
RS;Montauri;4312351;-52,050087;-28,669896;19052;42221,9264
RS;Boa Vista do Buricá;4302204;-54,09956;-27,675187;19008;39644,224
GO;Vila Boa;5222203;-47,062616;-14,993579;18990;41454,1632
AM;Envira;1301506;-70,055086;-7,573304;18972;16837,8496
RO;Colorado do Oeste;1100064;-60,550244;-13,159153;18916;37026,256
TO;Cristalândia;1706100;-49,31316;-10,637097;18877;40776,6056
GO;Cidade Ocidental;5205497;-47,819112;-16,124361;18870;42442,848
GO;Inhumas;5210000;-49,516259;-16,307751;18850;32621,352
MG;Santa Rita de Caldas;3159209;-46,271395;-22,02372;18847;43690,88
RS;Estrela;4307807;-51,920001;-29,5093;18715;39656,63
TO;Tupirama;1721257;-48,259403;-8,9383;18688;37684,6552
PR;Uniflor;4128302;-52,109113;-23,067022;18659;34156,96256
SC;Sombrio;4217709;-49,655842;-29,069801;18655;33367,488
RS;Barra Funda;4301958;-53,016548;-27,921978;18655;39606,1504
PR;Indianópolis;4110409;-52,673167;-23,486872;18652;25603,3664
MG;Comendador Gomes;3116902;-49,070931;-19,672183;18650;41244,908
RS;Ibarama;4309753;-53,166262;-29,418454;18614;38951,7872
GO;Goianésia;5208608;-49,167425;-15,275361;18590;40438,6648
SC;Pouso Redondo;4213708;-49,977544;-27,28667;18550;39281,98
MG;Várzea da Palma;3170800;-44,727269;-17,49574;18546;41309,6068
SP;Altinópolis;3501004;-47,386248;-21,018047;18517;40483,65696
MT;Cocalinho;5103106;-51,147553;-13,869183;18457;36646,9188
ES;Linhares;3203205;-40,028746;-19,382127;18456;15957,12
SC;Agronômica;4200309;-49,720419;-27,327164;18415;36035,848
SC;Agrolândia;4200200;-49,824413;-27,454695;18353;35891,4032
SE;Itabaiana;2802908;-37,421727;-10,685911;18340;15258,88
SC;Novo Horizonte;4211652;-52,796207;-26,49441;18301;38664,7232
MA;Magalhães de Almeida;2106300;-42,184618;-3,300505;18300;26042,036
RS;Novo Xingu;4313466;-53,057886;-27,744609;18250;40054,7432
GO;Pirenópolis;5217302;-49,011914;-15,810172;18180;38266,7
MA;Vargem Grande;2112704;-43,853846;-3,710944;18160;16333,19168
MA;Santana do Maranhão;2110237;-42,614702;-3,197223;18145;15951,2704
SP;Cristais Paulista;3513207;-47,400909;-20,371323;18144;42061,4208
GO;São João da Paraúna;5220058;-50,372888;-16,818443;18130;38468,556
SC;Ponte Serrada;4213401;-51,928334;-26,861732;18020;39177,908
PA;Barcarena;1501303;-48,634261;-1,498638;17996;15551,8592
SC;Ilhota;4207106;-48,856952;-26,858963;17980;39443,3088
GO;Uruana;5221700;-49,643383;-15,578098;17980;30443,904
CE;Trairi;2313500;-39,353709;-3,338293;17946;16101,33504
SC;Anchieta;4200804;-53,332305;-26,532559;17946;39026,8272
SP;Guará;3517703;-47,775247;-20,482583;17860;37194,8492
RS;Taquaruçu do Sul;4321329;-53,485794;-27,408557;17856;39349,3884
GO;Sítio d'Abadia;5220702;-46,270072;-14,751988;17846;36856,66736
RS;Mato Leitão;4312153;-52,135837;-29,525155;17844;33619,8948
RS;Ivorá;4310751;-53,583633;-29,513571;17812;34728,3552
AP;Tartarugalzinho;1600709;-50,992616;1,297577;17803;18553,288
MA;Urbano Santos;2112605;-43,2808;-3,260045;17796;21131,444
PR;Itaperuçu;4111258;-49,490536;-25,124901;17765;36381,6064
MG;Campanha;3110905;-45,408451;-21,843906;17700;41760,816
SC;Irani;4207809;-51,917928;-27,025188;17670;39227,2992
SP;Porto Ferreira;3540705;-47,447175;-21,842613;17668;41084,752
SC;Ponte Alta;4213302;-50,29897;-27,41068;17650;36639,808
SP;Nuporanga;3533601;-47,729069;-20,704857;17596;37489,81248
MA;Colinas;2103505;-44,181618;-6,05566;17591;39538,06296
RS;Muliterno;4312625;-51,776905;-28,32697;17570;37705,792
RS;Nova Candelária;4313011;-54,124848;-27,595809;17542;37714,4096
RS;Glorinha;4309050;-50,77069;-29,886665;17535;36455,4708
SC;Bom Jesus;4202537;-52,390753;-26,739905;17513;37794,7684
SP;Jaborandi;3524204;-48,415959;-20,649993;17460;38519,15424
RS;Monte Alegre dos Campos;4312377;-50,805094;-28,700276;17455;39821,616
PR;São João do Caiuá;4124905;-52,3307;-22,83822;17453;15326,97216
PR;Nova Esperança do Sudoeste;4116950;-53,257597;-25,898433;17436;35762,5296
RS;Toropi;4321493;-54,30111;-29,470315;17429;28943,0848
AM;Nova Olinda do Norte;1303106;-58,600295;-3,989092;17422;14505,3824
RS;Tavares;4321352;-51,073983;-31,286111;17406;38465,4996
BA;Canavieiras;2906303;-39,109059;-15,651421;17400;14476,8
MG;Andrelândia;3102803;-44,269702;-21,738856;17380;39720,904
MG;Januária;3135209;-44,849486;-15,319956;17360;19260,0704
MT;Paranaíta;5106299;-56,681944;-9,593308;17250;34620,024
MG;Pains;3146503;-45,693917;-20,381545;17238;39720,552
SC;Timbé do Sul;4218103;-49,868096;-28,807076;17180;38157,024
MG;São Bento Abade;3160801;-45,072327;-21,570057;17120;40007,712
RS;Nova Esperança do Sul;4313037;-54,821541;-29,403339;17120;34679,7124
TO;Bom Jesus do Tocantins;1703305;-47,879216;-9,012759;17020;34523,7328
GO;Urutaí;5221809;-48,196153;-17,435983;17010;36443,97824
TO;Piraquê;1717206;-48,240344;-6,738693;16990;32001,95904
GO;Castelândia;5205059;-50,339702;-18,155749;16960;34382,432
BA;Umburanas;2932457;-41,237132;-10,567219;16950;15864,3072
MG;Três Pontas;3169406;-45,498161;-21,393545;16948;40476,2416
MG;Carrancas;3114600;-44,612083;-21,496353;16875;36238,56
RS;Paraí;4314001;-51,788592;-28,601007;16863;38208,6352
PR;Inácio Martins;4110201;-51,197469;-25,63434;16839;33658,2788
PR;Figueira;4107751;-50,430299;-23,876181;16759;36089,49
PR;Manfrinópolis;4114351;-53,345259;-26,095381;16722;35688,992
MG;Conceição da Aparecida;3117108;-46,225936;-21,096958;16702;35945,7224
RS;Chuvisca;4305447;-52,004766;-30,781983;16697;34831,328
ES;Santa Maria de Jetibá;3204559;-40,80389;-20,085261;16604;28106,9568
RS;Arvorezinha;4301404;-52,186245;-28,864201;16568;37193,58
PA;Goianésia do Pará;1503093;-49,005718;-4,027193;16520;16465,472
PR;Jaboti;4111704;-50,079776;-23,718132;16493;32145,2336
BA;Santa Rita de Cássia;2928406;-44,555833;-11,007987;16458;29298,31104
MT;Aripuanã;5101407;-59,83805;-10,186843;16450;33050,4184
PR;Jardim Olinda;4112603;-52,079344;-22,573822;16428;28656,2476
PA;Igarapé-Miri;1503309;-49,130745;-2,062706;16409;13713,90592
MG;Nepomuceno;3144607;-45,260791;-21,227558;16400;35149,56
PA;Aveiro;1501006;-56,016298;-3,667215;16360;15597,9968
PR;Sapopema;4126207;-50,604642;-23,875216;16345;39638,0808
TO;Araguaçu;1702000;-49,696348;-12,841147;16335;30869,856
PA;Eldorado dos Carajás;1502954;-49,245435;-6,069645;16334;17460,1856
AL;Teotônio Vilela;2709152;-36,371502;-9,964702;16328;14042,1248
MG;São Vicente de Minas;3165305;-44,474321;-21,667053;16322;37014,2496
BA;Sento Sé;2930204;-41,640503;-10,115967;16281;22383,664
MA;São Mateus do Maranhão;2111508;-44,527485;-3,987462;16276;33275,0336
MS;Paranaíba;5006309;-51,395763;-19,527655;16250;15066,88
PI;Buriti dos Lopes;2202000;-41,80378;-3,239775;16242;28778,7648
SC;Celso Ramos;4204152;-51,307928;-27,652068;16238;35470,4176
PR;Pinhal de São Bento;4119251;-53,478026;-26,016008;16235;32959,1804
RS;Sertão Santana;4320552;-51,629916;-30,466936;16234;30934,72
PR;São Manoel do Paraná;4125555;-52,612409;-23,372318;16211;21732,1424
RO;Castanheiras;1100908;-61,88007;-11,470802;16202;26893,8744
BA;Entre Rios;2910503;-38,045041;-12,072187;16199;26041,8688
MG;Cambuquira;3110707;-45,261835;-21,858954;16198;37059,5136
TO;Itacajá;1710508;-47,669023;-8,57126;16181;29334,97344
RS;Fontoura Xavier;4308300;-52,37791;-29,008553;16180;34749,2896
MG;Pouso Alegre;3152501;-45,939971;-22,264901;16173;28293,8304
SC;Treze de Maio;4218400;-49,154201;-28,56565;16142;34166,8352
TO;Ipueiras;1709807;-48,404196;-11,136175;16139;32019,7664
PR;Nova Olímpia;4117206;-53,072167;-23,426703;16123;14571,40224
AL;Maragogi;2704500;-35,269192;-8,951694;16088;13385,216
MG;Brasilândia de Minas;3108552;-45,902478;-16,956983;16078;34558,9248
MA;Codó;2103307;-43,885988;-4,607242;16054;16888,7168
SC;Rio do Campo;4214508;-50,131834;-26,892469;16040;35642,296
MG;Coqueiral;3118700;-45,415338;-21,169044;16004;36679,9408
PI;Luís Correia;2205706;-41,481817;-3,082591;16002;14606,90304
PA;São Geraldo do Araguaia;1507458;-48,748223;-6,189251;15982;24361,3696
RS;Erval Grande;4307203;-52,580856;-27,351407;15937;35418,6248
RS;Vespasiano Correa;4322855;-51,860613;-29,066815;15908;35155,2256
RS;Pinheirinho do Vale;4314498;-53,633956;-27,221831;15898;27378,4352
PR;Guaporema;4109104;-52,826091;-23,325207;15850;15663,9272
RS;Porto Xavier;4315107;-55,143307;-27,932046;15838;26005,20832
TO;Gurupi;1709500;-48,886641;-11,65206;15829;28584,6304
MG;São José da Barra;3162948;-46,244878;-20,749233;15825;37881,9008
BA;Aratuípe;2902302;-39,069429;-13,08463;15798;13206,30976
SC;Herval d'Oeste;4206702;-51,410711;-27,195611;15788;36751,4272
RO;Cacaulândia;1100601;-62,987261;-10,331603;15741;13226,48128
AL;Limoeiro de Anadia;2704203;-36,467731;-9,732386;15725;14032,5248
MG;Senhora dos Remédios;3166204;-43,600223;-21,031244;15713;36719,3536
BA;Santana;2928208;-43,942383;-13,065657;15703;21759,02016
SP;Pereira Barreto;3537404;-51,106473;-20,677748;15686;34061,01576
MA;Presidente Sarney;2109270;-45,361231;-2,586662;15675;14970,6144
MA;Milagres do Maranhão;2106672;-42,795182;-3,496507;15663;24556,48048
SP;Guararapes;3518206;-50,695141;-21,285219;15661;34430,0148
PB;Pedras de Fogo;2511202;-35,074837;-7,336389;15649;13175,9552
SP;Piracicaba;3538709;-47,784024;-22,726464;15637;31506,6176
PI;Corrente;2202901;-45,139697;-10,391603;15621;28477,23496
BA;São Felipe;2929107;-39,095081;-12,839892;15592;13384,61824
BA;Jucuruçu;2918456;-40,100747;-16,845586;15570;13024,7328
MG;Carmo de Minas;3114105;-45,161509;-22,091998;15540;36133,736
AM;Presidente Figueiredo;1303536;-59,988832;-1,372353;15530;13330,1568
MS;Bodoquena;5002159;-56,692488;-20,553361;15464;31279,9488
SC;Mondaí;4211009;-53,446375;-27,09879;15462;33957,4584
SP;Santo Antônio do Aracanguá;3548054;-50,554322;-20,873017;15458;33406,49536
SP;Irapuã;3521507;-49,397436;-21,267699;15446;36535,17376
MG;Entre Rios de Minas;3123908;-44,094823;-20,705156;15440;34172,82432
BA;Alagoinhas;2900702;-38,403367;-12,113012;15409;12939,23264
BA;Uibaí;2932408;-42,103513;-11,379039;15404;14364,8768
RS;Barão do Triunfo;4301750;-51,798448;-30,417453;15317;34492,8864
CE;Amontada;2300754;-39,785719;-3,239937;15311;13509,83744
MG;Cruzeiro da Fortaleza;3120706;-46,676079;-18,972299;15308;32561,0336
RS;Santo Antônio do Palma;4317558;-52,00864;-28,495604;15280;31457,7736
MA;Bequimão;2101905;-44,784429;-2,429543;15259;14830,87168
SP;Ribeirão Grande;3543253;-48,358824;-24,18865;15229;33296,83584
GO;Aparecida do Rio Doce;5201454;-51,263053;-18,216835;15200;34993,92
RS;São João do Polêsine;4318432;-53,470511;-29,642098;15190;33072,5856
BA;Várzea do Poço;2933109;-40,317185;-11,539902;15158;14707,99104
CE;Palhano;2310001;-38,028442;-4,707981;15145;12721,93216
PI;Simões;2210706;-40,742052;-7,670683;15110;12692,36416
AM;Parintins;1303403;-56,854087;-2,688395;15088;12821,4976
RS;Palmitinho;4313805;-53,587642;-27,327926;15054;24610,7568
GO;Goiás;5208905;-50,24311;-15,846976;15050;30546,36
PB;Mari;2509107;-35,306489;-7,038138;15030;12545,968
SC;Lacerdópolis;4209201;-51,590448;-27,250857;15030;35500,6896
BA;Jacobina;2917508;-40,559417;-11,13911;14990;17790,3872
RS;Itaara;4310538;-53,762039;-29,576948;14980;32223,16864
MA;Penalva;2108306;-45,293917;-3,248452;14957;14254,4864
AC;Manoel Urbano;1200344;-69,853924;-9,381206;14931;14950,56832
SC;Paraíso;4212239;-53,677979;-26,662362;14924;33216,2144
RS;Sobradinho;4320701;-53,026263;-29,405624;14902;29141,18112
SC;Jaraguá do Sul;4208906;-49,159981;-26,481273;14895;23135,4752
PR;Imbaú;4110078;-50,741857;-24,438505;14887;33191,626
MT;Araputanga;5101258;-58,458258;-15,255776;14859;32615,7676
MS;Porto Murtinho;5006903;-57,369303;-21,237742;14840;31516,4232
MG;Inhapim;3130903;-41,966914;-19,498631;14833;34310,6048
MT;Conquista D'Oeste;5103361;-59,331531;-14,636194;14797;31573,18992
SC;Bandeirante;4202081;-53,648195;-26,768606;14764;33243,5416
SP;Pardinho;3536109;-48,40179;-23,10221;14754;31824,9552
SP;Guareí;3518503;-48,219119;-23,370487;14719;32929,69024
MG;Monte Belo;3143005;-46,326383;-21,314761;14718;34264,1376
GO;Iporá;5210208;-51,180761;-16,415869;14675;26376,032
SP;Arco-Íris;3503356;-50,430943;-21,766339;14658;13345,8952
SC;Coronel Martins;4204459;-52,671887;-26,534674;14640;30683,568
MG;Cabo Verde;3109501;-46,39149;-21,481566;14637;33565,3856
MA;Nova Colinas;2107258;-46,26452;-7,144311;14616;27627,52616
SP;Guaratinguetá;3518404;-45,232847;-22,793503;14586;32354,2368
MA;Alto Alegre do Pindaré;2100477;-46,007634;-3,880403;14565;15065,8816
MT;Vale de São Domingos;5108352;-58,963693;-14,975814;14563;29702,60672
PR;Xambrê;4128807;-53,591953;-23,735749;14559;13373,08032
PA;Senador José Porfírio;1507805;-51,773849;-4,169711;14541;18078,8352
MG;Abaeté;3100203;-45,358675;-19,102749;14529;33842,7504
PI;Bom Princípio do Piauí;2201919;-41,63039;-3,157692;14477;13099,15648
SP;São Carlos;3548906;-47,867178;-21,918887;14436;31441,4304
PI;Alvorada do Gurguéia;2200459;-43,968339;-8,455966;14436;30882,86984
TO;Babaçulândia;1703008;-47,855767;-7,174859;14421;29313,3484
SP;São José do Rio Pardo;3549706;-46,87951;-21,603694;14400;34255,872
SC;Ipumirim;4207700;-52,152863;-27,040163;14380;32710,804
MG;Itacarambi;3132107;-44,125008;-15,177268;14375;28004,42832
SP;Espírito Santo do Turvo;3515194;-49,432948;-22,670894;14350;27580,156
SP;Engenheiro Coelho;3515152;-47,174792;-22,487093;14316;18204,552
SC;Belmonte;4202156;-53,617925;-26,856621;14290;32692,6552
PR;Porto Vitória;4120309;-51,22226;-26,227651;14285;25438,176
RS;Vista Alegre do Prata;4323606;-51,782189;-28,82075;14276;32526,73536
SP;Bariri;3505203;-48,718838;-22,066807;14268;32470,1232
SC;Criciúma;4204608;-49,379582;-28,715468;14241;32668,1728
GO;Alvorada do Norte;5200803;-46,631837;-14,566349;14226;30441,9348
AL;Girau do Ponciano;2702900;-36,850276;-9,793073;14180;11903,4496
AC;Assis Brasil;1200054;-70,005888;-10,779064;14179;13989,84704
MG;Alpinópolis;3101904;-46,3771;-20,85973;14178;31067,1584
MA;Palmeirândia;2107605;-45,023395;-2,691991;14159;13901,216
MS;Glória de Dourados;5004007;-54,192429;-22,427732;14153;22925,9556
SP;Jaboticabal;3524303;-48,287936;-21,218336;14149;29789,1824
AP;Pedra Branca do Amapari;1600154;-52,519326;1,157489;14142;12077,53856
SP;Nova Granada;3533007;-49,331105;-20,476002;14135;32083,98912
BA;Guaratinga;2911808;-39,937689;-16,553191;14130;11979,36128
TO;Couto Magalhães;1706001;-49,162543;-8,436897;14097;24259,6096
RS;Itapuca;4310579;-52,195567;-28,775739;14090;29059,4952
GO;Cristianópolis;5206305;-48,707421;-17,213652;14089;29556,80832
SP;Tejupá;3554201;-49,306568;-23,342506;14088;30186,9384
SE;Neópolis;2804409;-36,662271;-10,34784;14064;21319,2832
PR;Guaraci;4109203;-51,678869;-22,956735;14053;28778,12064
RS;São José do Norte;4318507;-51,665406;-31,76156;14047;31060,47424
BA;Caldeirão Grande;2905503;-40,223584;-11,037122;14039;12854,9984
PR;Saudade do Iguaçu;4126272;-52,604369;-25,713208;14032;26478,9488
BA;Belo Campo;2903508;-41,20384;-14,998514;14024;12061,5424
SC;Trombudo Central;4218608;-49,810981;-27,311617;14005;18696,3736
RS;Passa Sete;4314068;-52,87043;-29,439543;13963;28766,65568
GO;Jaraguá;5211800;-49,387141;-15,702014;13960;25750,0144
BA;Santa Maria da Vitória;2928109;-44,379979;-13,21835;13959;26440,59456
BA;Muquém de São Francisco;2922250;-43,498618;-12,211864;13953;28660,5152
PA;Cachoeira do Piriá;1501956;-46,440785;-1,990813;13924;11992,9728
RS;Barra do Rio Azul;4301925;-52,406896;-27,403127;13887;30847,252
TO;Wanderlândia;1722081;-48,001913;-6,911182;13860;16999,4752
SP;Santo Antônio de Posse;3548005;-46,949915;-22,603277;13819;27860,0256
BA;Ilhéus;2913606;-39,192194;-14,752693;13780;11867,85536
MG;Campo do Meio;3111309;-45,849638;-21,113603;13756;31463,4144
SC;Lontras;4209904;-49,506923;-27,189295;13749;26031,0096
MG;Baependi;3104908;-44,822117;-22,016836;13740;27339,648
MG;Buenópolis;3109204;-44,04138;-17,88052;13728;30047,8976
MA;Pastos Bons;2108009;-44,180666;-6,632229;13717;28235,71568
MG;Bom Despacho;3107406;-45,286115;-19,684519;13687;27030,2448
RS;Antônio Prado;4300802;-51,316383;-28,882717;13681;32167,2832
BA;Maragogipe;2920601;-38,938548;-12,822659;13660;11533,80416
RN;Pureza;2410405;-35,582144;-5,407293;13645;11463,5712
RS;Silveira Martins;4320651;-53,570202;-29,633394;13630;27661,296
BA;Planaltino;2924900;-40,303187;-13,186496;13622;11404,07936
SP;Sarutaiá;3551207;-49,481748;-23,257509;13594;31353,67712
GO;Novo Planalto;5215256;-49,728701;-13,251007;13587;26916,8556
SP;Artur Nogueira;3503802;-47,132153;-22,561198;13573;20370,9444
RS;Taquara;4321204;-50,763641;-29,671395;13549;22611,9716
SP;Socorro;3552106;-46,524399;-22,611169;13547;30669,9648
RS;Benjamin Constant do Sul;4302055;-52,642559;-27,484892;13525;31546,6352
SC;Mirim Doce;4210852;-50,174322;-27,185945;13523;29963,5968
AP;Itaubal;1600253;-50,640251;0,538388;13501;24268,52424
PR;Colorado;4105904;-51,972224;-22,836413;13436;20167,52632
MG;Monte Santo de Minas;3143203;-46,946679;-21,188396;13435;29522,048
AL;Junqueiro;2704005;-36,440717;-9,8565;13407;12104,9436
SP;Iacri;3519204;-50,619459;-21,799867;13402;17787,4736
MA;São Luís Gonzaga do Maranhão;2111409;-44,623137;-4,377375;13400;12547,62752
RS;Fagundes Varela;4307864;-51,717487;-28,886579;13392;31108,8144
SC;Caibi;4203105;-53,263168;-27,024294;13366;27360,1672
RS;Montenegro;4312401;-51,502953;-29,710238;13357;15167,1872
